epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,21,,,188.5270538330078,0.1551165133714676,190.66305541992188,0.14363647997379303,61.7274284362793
0,21,95.04505157470703,,,,,,
1,43,,,129.52737426757812,0.10681645572185516,132.9155731201172,0.10106835514307022,74.7248306274414
1,43,39.6387825012207,,,,,,
2,49,,39.25023651123047,,,,,
2,65,,,117.4537353515625,0.09694892168045044,121.39008331298828,0.09211929887533188,47.99877166748047
2,65,30.482391357421875,,,,,,
3,87,,,67.37858581542969,0.05622110515832901,80.54573059082031,0.05401421710848808,41.785057067871094
3,87,26.931127548217773,,,,,,
4,99,,31.966495513916016,,,,,
4,109,,,116.92478942871094,0.09656590968370438,121.52978515625,0.0917210727930069,81.47029876708984
4,109,26.60381317138672,,,,,,
5,131,,,188.92172241210938,0.15532805025577545,190.3680877685547,0.14390525221824646,92.09535217285156
5,131,27.322284698486328,,,,,,
6,149,,26.518024444580078,,,,,
6,153,,,115.69862365722656,0.09555112570524216,120.18310546875,0.09080807119607925,65.11372375488281
6,153,25.098100662231445,,,,,,
7,175,,,130.94447326660156,0.10803453624248505,134.84967041015625,0.10211614519357681,83.49796295166016
7,175,22.86981964111328,,,,,,
8,197,,,63.653282165527344,0.05303934961557388,74.14088439941406,0.051163095980882645,43.568931579589844
8,197,24.413684844970703,,,,,,
