epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,21,,,179.9683380126953,0.1482161432504654,182.91055297851562,0.13759174942970276,107.13899993896484
0,21,78.1250228881836,,,,,,
1,43,,,82.58964538574219,0.0684468224644661,89.05268096923828,0.06578379124403,78.70990753173828
1,43,37.281044006347656,,,,,,
2,49,,27.78847312927246,,,,,
2,65,,,120.11649322509766,0.09907220304012299,123.39981079101562,0.09409572929143906,77.13453674316406
2,65,29.371244430541992,,,,,,
3,87,,,106.33976745605469,0.08785246312618256,110.82976531982422,0.0837983787059784,83.32728576660156
3,87,26.79375457763672,,,,,,
4,99,,20.97049331665039,,,,,
4,109,,,76.75627136230469,0.06367647647857666,83.8658676147461,0.06130458042025566,49.74066162109375
4,109,25.021507263183594,,,,,,
5,131,,,100.35066223144531,0.0830298587679863,106.16905212402344,0.07928977906703949,59.568382263183594
5,131,24.983076095581055,,,,,,
6,149,,23.95408058166504,,,,,
6,153,,,108.3826675415039,0.08970978111028671,115.28468322753906,0.08531787991523743,80.79862213134766
6,153,23.384923934936523,,,,,,
7,175,,,97.42755126953125,0.0806170329451561,103.21147155761719,0.07707750797271729,64.68529510498047
7,175,24.08128547668457,,,,,,
8,197,,,90.05488586425781,0.07461966574192047,96.91499328613281,0.0714804083108902,54.701393127441406
8,197,23.054718017578125,,,,,,
9,199,,26.102237701416016,,,,,
9,219,,,78.094970703125,0.06485046446323395,86.48709869384766,0.06232769414782524,54.481773376464844
9,219,21.71292495727539,,,,,,
