epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,21,,,1.4872887134552002,0.016421759501099586,1.8056102991104126,0.01633354462683201,1.3652868270874023
0,21,4.367702960968018,,,,,,
1,43,,,1.443791151046753,0.015789397060871124,1.7618324756622314,0.01585841365158558,1.3341901302337646
1,43,1.873629093170166,,,,,,
2,49,,1.4951345920562744,,,,,
2,65,,,1.4960136413574219,0.016300281509757042,1.8906188011169434,0.016440683975815773,0.8782552480697632
2,65,1.3012970685958862,,,,,,
3,87,,,2.6748175621032715,0.02973451279103756,3.1066644191741943,0.02914716862142086,1.2380727529525757
3,87,1.1567175388336182,,,,,,
4,99,,1.1296541690826416,,,,,
4,109,,,1.5077346563339233,0.016521677374839783,1.7781882286071777,0.01655970886349678,0.8211776614189148
4,109,1.1184651851654053,,,,,,
5,131,,,1.6024948358535767,0.01741611585021019,2.0394904613494873,0.01762223243713379,0.8764735460281372
5,131,1.0537467002868652,,,,,,
6,149,,1.1734809875488281,,,,,
6,153,,,1.417595624923706,0.015506722033023834,1.7688615322113037,0.015573570504784584,0.8643190264701843
6,153,1.1114047765731812,,,,,,
7,175,,,1.7647736072540283,0.01956241764128208,2.077609062194824,0.019352786242961884,1.1213630437850952
7,175,1.0349844694137573,,,,,,
8,197,,,2.5872459411621094,0.028761547058820724,3.007922410964966,0.028210991993546486,1.267005205154419
8,197,1.0193508863449097,,,,,,
9,199,,0.9245351552963257,,,,,
9,219,,,1.8035904169082642,0.020001132041215897,2.1096744537353516,0.01977389119565487,0.8671419024467468
9,219,0.9464855790138245,,,,,,
